"id_loc","street","neigh","city","state","gaddress","glat","glng","gbnelat","gbnelng","gbswlat","gbswlng","visited"
6128,,"ABOLICAO","RIO DE JANEIRO","RJ","Abolição, Rio de Janeiro, Brazil",-22.8801,-43.2949,-22.8926,-43.3039,-22.888,-43.2993,"2013-08-17 14:53:41"
6129,,"AGUA SANTA","RIO DE JANEIRO","RJ","Água Santa, Rio de Janeiro, Brazil",-22.9029,-43.3032,-22.9292,-43.3286,-22.9162,-43.3126,"2013-08-17 14:53:42"
6130,,"ALTO DA BOA VISTA","RIO DE JANEIRO","RJ","Alto da Boa Vista, Rio de Janeiro, Brazil",-22.9401,-43.2042,-22.9882,-43.3019,-22.963,-43.262,"2013-08-17 14:53:43"
6131,,"ANCHIETA","RIO DE JANEIRO","RJ","Anchieta, Rio de Janeiro, Brazil",-22.8148,-43.3849,-22.8311,-43.4073,-22.8211,-43.3958,"2013-08-17 14:55:27"
6132,,"ANDARAI","RIO DE JANEIRO","RJ","Andaraí, Rio de Janeiro, Brazil",-22.9149,-43.2299,-22.9393,-43.2687,-22.9226,-43.2497,"2013-08-17 14:55:28"
6133,,"ANIL","RIO DE JANEIRO","RJ","Anil, Rio de Janeiro, Brazil",-22.9431,-43.3268,-22.9585,-43.3498,-22.9544,-43.34,"2013-08-17 14:55:29"
6134,,"ARPOADOR","RIO DE JANEIRO","RJ","Arpoador, Rio de Janeiro, Brazil",-22.9834,-43.1891,-22.9904,-43.198,-22.9859,-43.1929,"2013-08-17 14:55:30"
6135,,"BANCARIOS","RIO DE JANEIRO","RJ","Bancários, Rio de Janeiro, Brazil",-22.7848,-43.1687,-22.8024,-43.1891,-22.7983,-43.1759,"2013-08-17 14:55:30"
6136,,"BANGU","RIO DE JANEIRO","RJ","Bangu, Rio de Janeiro, Brazil",-22.814,-43.4493,-22.9147,-43.5271,-22.8833,-43.4667,"2013-08-17 14:55:31"
6137,,"BARRA DA TIJUCA","RIO DE JANEIRO","RJ","Barra da Tijuca, Rio de Janeiro, Brazil",-22.9724,-43.2757,-23.0233,-43.4511,-23,-43.3658,"2013-08-17 14:55:32"
6138,,"BENFICA","RIO DE JANEIRO","RJ","Benfica, Rio de Janeiro, Brazil",-22.8869,-43.2309,-22.9002,-43.2506,-22.8925,-43.24,"2013-08-17 14:55:33"
6139,,"BENTO RIBEIRO","RIO DE JANEIRO","RJ","Bento Ribeiro, Rio de Janeiro, Brazil",-22.8555,-43.3517,-22.8794,-43.3702,-22.8672,-43.3608,"2013-08-17 14:55:33"
6140,,"BOIUNA","RIO DE JANEIRO","RJ","Estrada Boiúna, Rio de Janeiro, Brazil",-22.9068,-43.3941,-22.9155,-43.4161,-22.9115,-43.4056,"2013-08-17 14:55:34"
6141,,"BONSUCESSO","RIO DE JANEIRO","RJ","Bonsucesso, Rio de Janeiro, Brazil",-22.8549,-43.2375,-22.877,-43.2722,-22.8631,-43.2531,"2013-08-17 14:55:35"
6142,,"BOTAFOGO","RIO DE JANEIRO","RJ","Botafogo, Rio de Janeiro, Brazil",-22.9387,-43.1755,-22.9634,-43.2017,-22.9533,-43.19,"2013-08-17 14:55:36"
6143,,"BRAS DE PINA","RIO DE JANEIRO","RJ","Brás de Pina, Rio de Janeiro, Brazil",-22.8188,-43.2797,-22.8402,-43.3191,-22.8332,-43.2993,"2013-08-17 14:55:37"
6144,,"CACHAMBI","RIO DE JANEIRO","RJ","Cachambi, Rio de Janeiro, Brazil",-22.8821,-43.2633,-22.8994,-43.2865,-22.8833,-43.2833,"2013-08-17 14:55:37"
6145,,"CACUIA","RIO DE JANEIRO","RJ","Cacuia, Rio de Janeiro, Brazil",-22.8107,-43.1755,-22.8337,-43.1922,-22.8261,-43.182,"2013-08-17 14:55:38"
6146,,"CAMORIM","RIO DE JANEIRO","RJ","Camorim, Rio de Janeiro, Brazil",-22.9464,-43.408,-22.9922,-43.447,-22.9658,-43.4389,"2013-08-17 14:55:38"
6147,,"CAMPINHO","RIO DE JANEIRO","RJ","Campinho, Rio de Janeiro, Brazil",-22.8789,-43.3392,-22.8904,-43.3568,-22.8858,-43.3475,"2013-08-17 14:55:39"
6148,,"CAMPO GRANDE","RIO DE JANEIRO","RJ","Campo Grande, Rio de Janeiro, Brazil",-22.8,-43.4733,-22.9566,-43.6327,-22.8825,-43.5625,"2013-08-17 14:55:40"
6149,,"CASCADURA","RIO DE JANEIRO","RJ","Cascadura, Rio de Janeiro, Brazil",-22.8759,-43.3149,-22.8946,-43.3423,-22.8853,-43.3319,"2013-08-17 14:55:41"
6150,,"CATETE","RIO DE JANEIRO","RJ","Catete, Rio de Janeiro, Brazil",-22.9192,-43.1766,-22.933,-43.1876,-22.9261,-43.1792,"2013-08-17 14:55:41"
6151,,"CATUMBI","RIO DE JANEIRO","RJ","Catumbi, Rio de Janeiro, Brazil",-22.9139,-43.1942,-22.9254,-43.2033,-22.9181,-43.1969,"2013-08-17 14:55:43"
6152,,"CAVALCANTI","RIO DE JANEIRO","RJ","Cavalcante, Rio de Janeiro, Brazil",-22.8633,-43.3084,-22.8804,-43.3264,-22.8711,-43.3167,"2013-08-17 14:55:44"
6153,,"CENTRO","RIO DE JANEIRO","RJ","Centro, Rio de Janeiro, Brazil",-22.8921,-43.1578,-22.9178,-43.1991,-22.9089,-43.1771,"2013-08-17 14:55:44"
6154,,"CID NOVA","RIO DE JANEIRO","RJ","Rua Cid Bercot - São Benedito, Nova Iguaçu - Rio de Janeiro, Brazil",-22.7324,-43.4517,-22.7336,-43.4528,-22.7329,-43.4521,"2013-08-17 14:55:45"
6155,,"COCOTA","RIO DE JANEIRO","RJ","Cocotá, Rio de Janeiro, Brazil",-22.7995,-43.1754,-22.8112,-43.1851,-22.8038,-43.1808,"2013-08-17 14:55:46"
6156,,"COELHO NETO","RIO DE JANEIRO","RJ","Coelho Neto, Rio de Janeiro, Brazil",-22.8227,-43.341,-22.8397,-43.3605,-22.8306,-43.3506,"2013-08-17 14:55:47"
6157,,"COLEGIO","RIO DE JANEIRO","RJ","Colégio, Rio de Janeiro, Brazil",-22.8318,-43.3256,-22.848,-43.3469,-22.8363,-43.3368,"2013-08-17 14:55:48"
6158,,"COPACABANA","RIO DE JANEIRO","RJ","Copacabana, Rio de Janeiro, Brazil",-22.9601,-43.1733,-22.9921,-43.199,-22.967,-43.1807,"2013-08-17 14:55:49"
6159,,"CORDOVIL","RIO DE JANEIRO","RJ","Cordovil, Rio de Janeiro, Brazil",-22.8147,-43.2855,-22.8317,-43.3141,-22.8236,-43.2993,"2013-08-17 14:55:50"
6160,,"COSME VELHO","RIO DE JANEIRO","RJ","Cosme Velho, Rio de Janeiro, Brazil",-22.9366,-43.1937,-22.9491,-43.2083,-22.943,-43.2,"2013-08-17 14:55:51"
6161,,"CURICICA","RIO DE JANEIRO","RJ","Curicica, Rio de Janeiro, Brazil",-22.9374,-43.3753,-22.9633,-43.4053,-22.9531,-43.3858,"2013-08-17 14:55:52"
6162,,"DEL CASTILHO","RIO DE JANEIRO","RJ","Del Castilho, Rio de Janeiro, Brazil",-22.873,-43.2634,-22.8866,-43.2822,-22.8803,-43.2727,"2013-08-17 14:55:53"
6163,,"ENCANTADO","RIO DE JANEIRO","RJ","Encantado, Rio de Janeiro, Brazil",-22.8898,-43.3009,-22.9047,-43.3101,-22.8983,-43.3041,"2013-08-17 14:55:53"
6164,,"ENGENHO DA RAINHA","RIO DE JANEIRO","RJ","Engenho da Rainha, Rio de Janeiro, Brazil",-22.8525,-43.2844,-22.869,-43.307,-22.8619,-43.2884,"2013-08-17 14:55:54"
6165,,"ENGENHO DE DENTRO","RIO DE JANEIRO","RJ","Engenho de Dentro, Rio de Janeiro, Brazil",-22.883,-43.2853,-22.9231,-43.3077,-22.9,-43.3,"2013-08-17 14:55:56"
6166,,"ENGENHO NOVO","RIO DE JANEIRO","RJ","Engenho Novo, Rio de Janeiro, Brazil",-22.8924,-43.2581,-22.915,-43.2739,-22.9086,-43.2675,"2013-08-17 14:55:56"
6167,,"ESTACIO","RIO DE JANEIRO","RJ","Estácio, Rio de Janeiro, Brazil",-22.9105,-43.1989,-22.9214,-43.2105,-22.915,-43.205,"2013-08-17 14:55:57"
6168,,"FATIMA","RIO DE JANEIRO","RJ","Fátima, Niterói - Rio de Janeiro, Brazil",-22.8864,-43.1058,-22.8978,-43.1144,-22.8919,-43.1105,"2013-08-17 14:55:58"
6169,,"FLAMENGO","RIO DE JANEIRO","RJ","Flamengo, Rio de Janeiro, Brazil",-22.9248,-43.1684,-22.9443,-43.1807,-22.9335,-43.1745,"2013-08-17 14:55:59"
6170,,"FREGUESIA","RIO DE JANEIRO","RJ","Freguesia, Rio de Janeiro, Brazil",-22.9057,-43.3199,-22.9544,-43.3607,-22.9311,-43.3444,"2013-08-17 14:56:00"
6171,,"GAMBOA","RIO DE JANEIRO","RJ","Gamboa, Rio de Janeiro, Brazil",-22.892,-43.1862,-22.905,-43.2034,-22.8975,-43.1928,"2013-08-17 14:56:00"
6172,,"GARDENIA AZUL","RIO DE JANEIRO","RJ","Gardênia Azul, Rio de Janeiro, Brazil",-22.9526,-43.3435,-22.9637,-43.3577,-22.9598,-43.3512,"2013-08-17 14:56:01"
6173,,"GAVEA","RIO DE JANEIRO","RJ","Rio de Janeiro, Brazil",-22.749,-43.0994,-23.083,-43.7954,-22.9035,-43.2096,"2013-08-17 14:56:02"
6174,,"GLORIA","RIO DE JANEIRO","RJ","Glória, Rio de Janeiro, Brazil",-22.9093,-43.1673,-22.9259,-43.1783,-22.9208,-43.1736,"2013-08-17 14:56:03"
6175,,"GRAJAU","RIO DE JANEIRO","RJ","Grajaú, Rio de Janeiro, Brazil",-22.9053,-43.2529,-22.9445,-43.2868,-22.9283,-43.2603,"2013-08-17 14:56:04"
6176,,"GUADALUPE","RIO DE JANEIRO","RJ","Guadalupe, Rio de Janeiro, Brazil",-22.8248,-43.3603,-22.8509,-43.3904,-22.8372,-43.3753,"2013-08-17 14:56:04"
6177,,"GUARATIBA","RIO DE JANEIRO","RJ","Guaratiba, Rio de Janeiro, Brazil",-22.9279,-43.5162,-23.0631,-43.6766,-22.9985,-43.5799,"2013-08-17 14:56:05"
6178,,"HIGIENOPOLIS","RIO DE JANEIRO","RJ","Higienópolis, Rio de Janeiro, Brazil",-22.8678,-43.2549,-22.8816,-43.2689,-22.8736,-43.2628,"2013-08-17 14:56:06"
6179,,"HONORIO GURGEL","RIO DE JANEIRO","RJ","Honório Gurgel, Rio de Janeiro, Brazil",-22.836,-43.3518,-22.8564,-43.3631,-22.847,-43.3572,"2013-08-17 14:56:07"
6180,,"HUMAITA","RIO DE JANEIRO","RJ","Humaitá, Rio de Janeiro, Brazil",-22.9484,-43.1953,-22.9629,-43.2106,-22.9565,-43.203,"2013-08-17 14:56:07"
6181,,"ILHA DO GOVERNADOR","RIO DE JANEIRO","RJ","Governador Island - Jardim Guanabara, Rio de Janeiro, Brazil",,,,,-22.8058,-43.2103,"2013-08-17 22:31:01"
6182,,"INDETERMINADO","RIO DE JANEIRO","RJ","Rio de Janeiro, Brazil",-22.749,-43.0994,-23.083,-43.7954,-22.9035,-43.2096,"2013-08-17 15:02:33"
6183,,"INHAUMA","RIO DE JANEIRO","RJ","Inhaúma, Rio de Janeiro, Brazil",-22.8567,-43.2676,-22.8833,-43.2948,-22.8686,-43.2814,"2013-08-17 15:02:31"
6184,,"INHOAIBA","RIO DE JANEIRO","RJ","Inhoaíba, Rio de Janeiro, Brazil",-22.8872,-43.5775,-22.9354,-43.6093,-22.9065,-43.5847,"2013-08-17 15:02:33"
6185,,"IPANEMA","RIO DE JANEIRO","RJ","Ipanema, Rio de Janeiro, Brazil",-22.9772,-43.1916,-22.9891,-43.2161,-22.9838,-43.2045,"2013-08-17 15:02:34"
6186,,"IRAJA","RIO DE JANEIRO","RJ","Irajá, Rio de Janeiro, Brazil",-22.8127,-43.3124,-22.8557,-43.346,-22.8311,-43.3236,"2013-08-17 15:02:35"
6187,,"ITANHANGA","RIO DE JANEIRO","RJ","Itanhangá, Rio de Janeiro, Brazil",-22.9654,-43.2831,-23.0059,-43.3411,-22.9869,-43.305,"2013-08-17 15:02:36"
6188,,"JABOUR","RIO DE JANEIRO","RJ","Jabour, Rio de Janeiro, Brazil",-22.8761,-43.4893,-22.8834,-43.4972,-22.8802,-43.4928,"2013-08-17 15:02:36"
6189,,"JACAREPAGUA","RIO DE JANEIRO","RJ","Jacarepaguá, Rio de Janeiro, Brazil",-22.9078,-43.2788,-22.9832,-43.4735,-22.9496,-43.4163,"2013-08-17 15:02:37"
6190,,"JACAREPAGUA FREGUESIA","RIO DE JANEIRO","RJ","Estácio - Jacarepaguá - Acesso para Estr do Capenha, 1535 - Freguesia, Rio de Janeiro, 22743-041, Brazil",,,,,-22.9358,-43.3515,"2013-08-17 22:31:02"
6191,,"JD AMERICA","RIO DE JANEIRO","RJ","Jardim América, Rio de Janeiro, Brazil",-22.8015,-43.3155,-22.82,-43.3315,-22.8106,-43.3233,"2013-08-17 15:02:40"
6192,,"JD BOTANICO","RIO DE JANEIRO","RJ","Jardim Botânico, Rio de Janeiro, Brazil",-22.9566,-43.2082,-22.9726,-43.2428,-22.9642,-43.2255,"2013-08-17 15:02:40"
6193,,"JD CARIOCA","RIO DE JANEIRO","RJ","Jardim Carioca, Rio de Janeiro, Brazil",-22.8002,-43.1826,-22.8123,-43.2049,-22.8069,-43.1929,"2013-08-17 15:02:41"
6194,,"JD GUANABARA","RIO DE JANEIRO","RJ","Jardim Guanabara, Rio de Janeiro, Brazil",-22.804,-43.1877,-22.8204,-43.2147,-22.8117,-43.2036,"2013-08-17 15:02:42"
6195,,"JD SULACAP","RIO DE JANEIRO","RJ","Jardim Sulacap, Rio de Janeiro, Brazil",-22.8832,-43.3735,-22.9112,-43.4175,-22.8959,-43.3922,"2013-08-17 15:02:43"
6196,,"LAGOA","RIO DE JANEIRO","RJ","Lagoa, Rio de Janeiro, Brazil",-22.9598,-43.1957,-22.9809,-43.2262,-22.9711,-43.2119,"2013-08-17 15:02:44"
6197,,"LAPA","RIO DE JANEIRO","RJ","Lapa, Rio de Janeiro, Brazil",-22.9085,-43.1773,-22.9171,-43.1884,-22.9136,-43.1817,"2013-08-17 15:02:44"
6198,,"LARANJEIRAS","RIO DE JANEIRO","RJ","Laranjeiras, Rio de Janeiro, Brazil",-22.9266,-43.1786,-22.9463,-43.1996,-22.9333,-43.1869,"2013-08-17 15:02:45"
6199,,"LEBLON","RIO DE JANEIRO","RJ","Leblon, Rio de Janeiro, Brazil",-22.9747,-43.2145,-22.9898,-43.237,-22.9836,-43.2222,"2013-08-17 15:02:46"
6200,,"LEME","RIO DE JANEIRO","RJ","Leme, Rio de Janeiro, Brazil",-22.9531,-43.1474,-22.9671,-43.1864,-22.9622,-43.1667,"2013-08-17 15:02:47"
6201,,"LINS DE VASCONCELOS","RIO DE JANEIRO","RJ","Lins de Vasconcelos, Rio de Janeiro, Brazil",-22.9038,-43.2705,-22.9257,-43.2981,-22.9133,-43.2847,"2013-08-17 15:02:47"
6202,,"MADUREIRA","RIO DE JANEIRO","RJ","Madureira, Rio de Janeiro, Brazil",-22.8593,-43.3246,-22.8834,-43.3498,-22.8742,-43.3367,"2013-08-17 15:02:48"
6203,,"MAGALHAES BASTOS","RIO DE JANEIRO","RJ","Magalhães Bastos, Rio de Janeiro, Brazil",-22.8621,-43.4048,-22.8826,-43.4206,-22.8719,-43.4139,"2013-08-17 15:02:49"
6204,,"MARACANA","RIO DE JANEIRO","RJ","Maracanã, Rio de Janeiro, Brazil",-22.908,-43.2123,-22.9182,-43.2398,-22.9125,-43.2268,"2013-08-17 15:02:50"
6205,,"MARECHAL HERMES","RIO DE JANEIRO","RJ","Marechal Hermes, Rio de Janeiro, Brazil",-22.8465,-43.3594,-22.8773,-43.385,-22.8667,-43.3667,"2013-08-17 15:02:50"
6206,,"MARIA DA GRACA","RIO DE JANEIRO","RJ","Maria da Graça, Rio de Janeiro, Brazil",-22.8783,-43.2574,-22.8881,-43.2723,-22.8833,-43.2667,"2013-08-17 15:02:51"
6207,,"MEIER","RIO DE JANEIRO","RJ","Méier, Rio de Janeiro, Brazil",-22.892,-43.2709,-22.9107,-43.2936,-22.9,-43.2833,"2013-08-17 15:02:52"
6208,,"MONERO","RIO DE JANEIRO","RJ","Moneró, Rio de Janeiro, Brazil",-22.7934,-43.1914,-22.8011,-43.2025,-22.8,-43.2,"2013-08-17 15:02:53"
6209,,"MUDA","RIO DE JANEIRO","RJ","Lagoa da Tijuca, Rio de Janeiro, Brazil",-22.9828,-43.294,-23.0169,-43.3605,-22.9933,-43.3367,"2013-08-17 15:02:54"
6210,,"OLARIA","RIO DE JANEIRO","RJ","Olaria, Rio de Janeiro, Brazil",-22.8361,-43.2543,-22.8579,-43.2853,-22.8489,-43.2667,"2013-08-17 15:02:55"
6211,,"OSWALDO CRUZ","RIO DE JANEIRO","RJ","Oswaldo Cruz, Rio de Janeiro, Brazil",-22.8596,-43.3428,-22.8819,-43.3576,-22.8693,-43.3512,"2013-08-17 15:02:55"
6212,,"PADRE MIGUEL","RIO DE JANEIRO","RJ","Padre Miguel, Rio de Janeiro, Brazil",-22.8622,-43.44,-22.9046,-43.4618,-22.8833,-43.45,"2013-08-17 15:02:56"
6213,,"PARADA DE LUCAS","RIO DE JANEIRO","RJ","Parada de Lucas, Rio de Janeiro, Brazil",-22.8009,-43.2738,-22.8252,-43.3145,-22.8109,-43.2981,"2013-08-17 15:02:57"
6214,,"PAVUNA","RIO DE JANEIRO","RJ","Pavuna, Rio de Janeiro, Brazil",-22.8022,-43.3279,-22.8256,-43.3931,-22.8136,-43.3608,"2013-08-17 15:02:58"
6215,,"PECHINCHA","RIO DE JANEIRO","RJ","Pechincha, Rio de Janeiro, Brazil",-22.9195,-43.3432,-22.9417,-43.3637,-22.9296,-43.356,"2013-08-17 15:02:58"
6216,,"PEDRA DE GUARATIBA","RIO DE JANEIRO","RJ","Pedra de Guaratiba, Rio de Janeiro, Brazil",-22.9685,-43.606,-23.0083,-43.6562,-23,-43.6333,"2013-08-17 15:02:59"
6217,,"PENHA","RIO DE JANEIRO","RJ","Penha, Rio de Janeiro, Brazil",-22.8194,-43.2557,-22.8556,-43.2986,-22.8369,-43.2778,"2013-08-17 15:03:00"
6218,,"PENHA CIRCULAR","RIO DE JANEIRO","RJ","Penha Circular, Rio de Janeiro, Brazil",-22.8103,-43.2692,-22.8532,-43.307,-22.8174,-43.2787,"2013-08-17 15:03:01"
6219,,"PIEDADE","RIO DE JANEIRO","RJ","Piedade, Rio de Janeiro, Brazil",-22.8754,-43.3012,-22.9111,-43.3265,-22.8931,-43.3125,"2013-08-17 15:03:02"
6220,,"PILARES","RIO DE JANEIRO","RJ","Pilares, Rio de Janeiro, Brazil",-22.8678,-43.287,-22.8904,-43.3038,-22.8793,-43.2932,"2013-08-17 15:03:03"
6221,,"PITANGUEIRAS","RIO DE JANEIRO","RJ","Pitangueiras, Rio de Janeiro, Brazil",-22.8126,-43.1749,-22.8205,-43.186,-22.8182,-43.1808,"2013-08-17 15:03:03"
6222,,"PORTUGUESA","RIO DE JANEIRO","RJ","Portuguesa, Rio de Janeiro, Brazil",-22.792,-43.2009,-22.8058,-43.2129,-22.7989,-43.2062,"2013-08-17 15:03:04"
6223,,"PRAIA DA BANDEIRA","RIO DE JANEIRO","RJ","Praia da Bandeira, Rio de Janeiro, Brazil",-22.8069,-43.1751,-22.8139,-43.1841,-22.8106,-43.1802,"2013-08-17 15:03:05"
6224,,"PÇ DA BANDEIRA","RIO DE JANEIRO","RJ","Estácio - Jacarepaguá - Acesso para Estr do Capenha, 1535 - Freguesia, Rio de Janeiro, 22743-041, Brazil",,,,,-22.9358,-43.3515,"2013-08-17 22:31:02"
6225,,"PÇ SECA","RIO DE JANEIRO","RJ","Estácio - Jacarepaguá - Acesso para Estr do Capenha, 1535 - Freguesia, Rio de Janeiro, 22743-041, Brazil",,,,,-22.9358,-43.3515,"2013-08-17 22:31:02"
6226,,"QUINTINO BOCAIUVA","RIO DE JANEIRO","RJ","Quintino Bocaiúva, Rio de Janeiro, Brazil",-22.8787,-43.311,-22.9128,-43.3392,-22.8833,-43.3167,"2013-08-17 15:18:53"
6227,,"RAMOS","RIO DE JANEIRO","RJ","Ramos, Rio de Janeiro, Brazil",-22.8075,-43.2397,-22.8641,-43.2843,-22.8481,-43.2578,"2013-08-17 15:18:54"
6228,,"REALENGO","RIO DE JANEIRO","RJ","Realengo, Rio de Janeiro, Brazil",-22.8324,-43.406,-22.9167,-43.47,-22.8833,-43.4333,"2013-08-17 15:18:56"
6229,,"RECREIO DOS BANDEIRANTES","RIO DE JANEIRO","RJ","Rio de Janeiro, Brazil",-22.749,-43.0994,-23.083,-43.7954,-22.9035,-43.2096,"2013-08-17 15:18:57"
6230,,"RIACHUELO","RIO DE JANEIRO","RJ","Riachuelo, Rio de Janeiro, Brazil",-22.894,-43.2513,-22.9112,-43.2586,-22.9027,-43.2558,"2013-08-17 15:18:57"
6231,,"RIBEIRA","RIO DE JANEIRO","RJ","Ribeira, Rio de Janeiro, Brazil",-22.8072,-43.1533,-22.832,-43.1756,-22.8247,-43.1694,"2013-08-17 15:18:58"
6232,,"RIO COMPRIDO","RIO DE JANEIRO","RJ","Rio Comprido, Rio de Janeiro, Brazil",-22.9184,-43.1964,-22.9392,-43.2214,-22.9309,-43.211,"2013-08-17 15:18:59"
6233,,"ROCHA","RIO DE JANEIRO","RJ","Rocha, Rio de Janeiro, Brazil",-22.8901,-43.2414,-22.9093,-43.254,-22.8986,-43.2497,"2013-08-17 15:19:00"
6234,,"ROCHA MIRANDA","RIO DE JANEIRO","RJ","Rocha Miranda, Rio de Janeiro, Brazil",-22.8379,-43.3308,-22.8601,-43.3565,-22.85,-43.35,"2013-08-17 15:19:01"
6235,,"S CONRADO","RIO DE JANEIRO","RJ","São Conrado, Rio de Janeiro, Brazil",-22.9814,-43.2559,-23.0036,-43.2857,-23,-43.2667,"2013-08-17 15:19:01"
6236,,"S CRISTOVAO","RIO DE JANEIRO","RJ","São Cristóvão, Rio de Janeiro, Brazil",-22.8851,-43.2101,-22.9111,-43.2379,-22.9,-43.2222,"2013-08-17 15:19:02"
6237,,"S FRANCISCO XAVIER","RIO DE JANEIRO","RJ","São Francisco Xavier, Rio de Janeiro, Brazil",-22.9025,-43.2378,-22.9089,-43.2487,-22.906,-43.2443,"2013-08-17 15:19:03"
6238,,"SAMPAIO","RIO DE JANEIRO","RJ","Sampaio, Rio de Janeiro, Brazil",-22.8937,-43.2566,-22.9113,-43.2653,-22.9008,-43.2606,"2013-08-17 15:19:04"
6239,,"SANTISSIMO","RIO DE JANEIRO","RJ","Santíssimo, Rio de Janeiro, Brazil",-22.8603,-43.502,-22.8877,-43.5417,-22.8833,-43.5167,"2013-08-17 15:19:05"
6240,,"SENADOR CAMARA","RIO DE JANEIRO","RJ","Senador Camará, Rio de Janeiro, Brazil",-22.8644,-43.4677,-22.9322,-43.513,-22.8667,-43.5,"2013-08-17 15:19:06"
6241,,"SENADOR VASCONCELOS","RIO DE JANEIRO","RJ","Senador Vasconcelos, Rio de Janeiro, Brazil",-22.8809,-43.5033,-22.9084,-43.5474,-22.9,-43.5333,"2013-08-17 15:19:07"
6242,,"STA CRUZ","RIO DE JANEIRO","RJ","Santa Cruz, Rio de Janeiro, Brazil",-22.8563,-43.6126,-22.9871,-43.7954,-22.9203,-43.685,"2013-08-17 15:19:07"
6243,,"STA TERESA","RIO DE JANEIRO","RJ","Santa Teresa, Rio de Janeiro, Brazil",-22.9112,-43.1771,-22.9523,-43.2218,-22.9177,-43.1881,"2013-08-17 15:19:08"
6244,,"STO CRISTO","RIO DE JANEIRO","RJ","Santo Cristo, Rio de Janeiro, Brazil",-22.892,-43.1959,-22.9096,-43.2107,-22.9008,-43.205,"2013-08-17 15:19:09"
6245,,"SULACAP","RIO DE JANEIRO","RJ","Jardim Sulacap, Rio de Janeiro, Brazil",-22.8832,-43.3735,-22.9112,-43.4175,-22.8959,-43.3922,"2013-08-17 15:19:10"
6246,,"TANQUE","RIO DE JANEIRO","RJ","Tanque, Rio de Janeiro, Brazil",-22.9007,-43.3332,-22.9276,-43.3794,-22.9161,-43.3558,"2013-08-17 15:19:12"
6247,,"TAQUARA","RIO DE JANEIRO","RJ","Taquara, Rio de Janeiro, Brazil",-22.9024,-43.3591,-22.9547,-43.4161,-22.9222,-43.3881,"2013-08-17 15:19:13"
6248,,"TAUA","RIO DE JANEIRO","RJ","Tauá, Rio de Janeiro, Brazil",-22.788,-43.1777,-22.8062,-43.1982,-22.7975,-43.1856,"2013-08-17 15:19:13"
6249,,"TIJUCA","RIO DE JANEIRO","RJ","Tijuca, Rio de Janeiro, Brazil",-22.9157,-43.2098,-22.9566,-43.2746,-22.9386,-43.2376,"2013-08-17 15:19:14"
6250,,"TODOS OS SANTOS","RIO DE JANEIRO","RJ","Todos os Santos, Rio de Janeiro, Brazil",-22.8874,-43.2784,-22.902,-43.2915,-22.8953,-43.285,"2013-08-17 15:19:15"
6251,,"TOMAS COELHO","RIO DE JANEIRO","RJ","Tomás Coelho, Rio de Janeiro, Brazil",-22.8613,-43.2979,-22.8768,-43.3155,-22.8689,-43.3065,"2013-08-17 15:19:16"
6252,,"TURIACU","RIO DE JANEIRO","RJ","Turiaçu, Rio de Janeiro, Brazil",-22.856,-43.3347,-22.8689,-43.3507,-22.8614,-43.3439,"2013-08-17 15:19:17"
6253,,"URCA","RIO DE JANEIRO","RJ","Urca, Rio de Janeiro, Brazil",-22.9343,-43.1461,-22.9616,-43.1776,-22.9548,-43.1666,"2013-08-17 15:19:18"
6254,,"USINA","RIO DE JANEIRO","RJ","Rua da Usina - Bangu, Rio de Janeiro, 21815-180, Brazil",-22.8846,-43.4543,-22.8884,-43.4636,-22.8852,-43.4592,"2013-08-17 15:19:18"
6255,,"VARGEM GRANDE","RIO DE JANEIRO","RJ","Vargem Grande, Rio de Janeiro, Brazil",-22.9319,-43.4418,-23.0211,-43.5233,-22.9761,-43.4942,"2013-08-17 15:19:19"
6256,,"VARGEM PEQUENA","RIO DE JANEIRO","RJ","Vargem Pequena, Rio de Janeiro, Brazil",-22.9603,-43.427,-22.999,-43.4951,-22.9806,-43.4636,"2013-08-17 15:19:21"
6257,,"VAZ LOBO","RIO DE JANEIRO","RJ","Vaz Lobo, Rio de Janeiro, Brazil",-22.8536,-43.3213,-22.8647,-43.3377,-22.8584,-43.3271,"2013-08-17 15:19:21"
6258,,"VICENTE DE CARVALHO","RIO DE JANEIRO","RJ","Vicente de Carvalho, Rio de Janeiro, Brazil",-22.848,-43.3073,-22.8641,-43.3242,-22.8569,-43.3172,"2013-08-17 15:19:22"
6259,,"VIDIGAL","RIO DE JANEIRO","RJ","Vidigal, Rio de Janeiro, Brazil",-22.9859,-43.227,-23.0014,-43.2579,-22.9937,-43.2425,"2013-08-17 15:19:23"
6260,,"VIGARIO GERAL","RIO DE JANEIRO","RJ","Vigário Geral, Rio de Janeiro, Brazil",-22.7999,-43.301,-22.8207,-43.3226,-22.8075,-43.3103,"2013-08-17 15:19:24"
6261,,"VILLAGE","RIO DE JANEIRO","RJ","Rio de Janeiro, Brazil",-22.749,-43.0994,-23.083,-43.7954,-22.9035,-43.2096,"2013-08-17 15:19:24"
6262,,"VISTA ALEGRE","RIO DE JANEIRO","RJ","Vista Alegre, Rio de Janeiro, Brazil",-22.8259,-43.3094,-22.8334,-43.3197,-22.8308,-43.3161,"2013-08-17 15:19:25"
6263,,"VL DA PENHA","RIO DE JANEIRO","RJ","Vila da Penha, Rio de Janeiro, Brazil",-22.8362,-43.3016,-22.8507,-43.318,-22.8442,-43.3126,"2013-08-17 15:19:26"
