-22.782551;-43.445368
-22.782745;-43.444586
-22.782842;-43.443688
-22.782919;-43.442815
-22.782992;-43.442112
-22.783100;-43.441461
-22.783206;-43.440829
-22.783273;-43.440324
-22.783316;-43.440023
-22.783357;-43.439794
-22.783371;-43.439687
-22.783368;-43.439666
-22.783383;-43.439594
-22.783508;-43.439525
-22.783842;-43.439591
-22.784147;-43.439668
-22.784206;-43.439686
-22.784386;-43.439790
-22.784701;-43.439902
-22.784965;-43.439938
-22.785010;-43.439947
-22.785360;-43.439952
-22.785715;-43.440030
-22.786117;-43.440119
-22.786564;-43.440209
-22.786905;-43.440270
-22.786956;-43.440279
-22.800224;-43.433520
-22.800155;-43.434101
-22.800160;-43.434430
-22.800378;-43.434527
-22.800738;-43.434598
-22.800938;-43.434650
-22.801024;-43.434889
-22.800955;-43.435392
-22.800886;-43.435959
-22.800811;-43.436275
-22.800788;-43.436299
-22.800719;-43.436302
-22.800702;-43.436298
-22.800661;-43.436273
-22.800395;-43.436172
-22.800228;-43.436116
-22.800169;-43.436130
-22.800066;-43.436167
-22.784345;-43.422922
-22.784389;-43.422926
-22.784437;-43.422924
-22.784746;-43.422818
-22.785436;-43.422959
-22.786120;-43.423112
-22.786433;-43.423029
-22.786631;-43.421213
-22.786660;-43.421033
-22.786801;-43.420141
-22.786823;-43.420034
-22.786831;-43.419916
-22.787034;-43.418208
-22.787056;-43.418034
-22.787169;-43.417145
-22.787217;-43.416715
-22.786144;-43.416403
-22.785292;-43.416257
-22.780666;-43.390374
-22.780501;-43.391281
-22.780148;-43.392052
-22.780173;-43.391148
-22.780693;-43.390592
-22.781261;-43.391142
-22.781808;-43.391730
-22.782340;-43.392341
-22.782812;-43.393022
-22.783300;-43.393672
-22.783809;-43.394275
-22.784246;-43.394979
-22.784791;-43.395958
-22.785675;-43.396746
-22.786262;-43.395780
-22.786776;-43.395093
-22.787282;-43.394426
-22.787783;-43.393767
-22.788343;-43.393184
-22.788895;-43.392506
-22.789371;-43.391701
-22.789722;-43.390952
-22.790315;-43.390305
-22.790738;-43.389616
-22.779448;-43.438702
-22.779023;-43.438585
-22.778542;-43.438492
-22.778100;-43.438411
-22.777986;-43.438376
-22.777680;-43.438313
-22.777316;-43.438273
-22.777135;-43.438254
-22.776987;-43.438303
-22.776946;-43.438404
-22.776944;-43.438467
-22.776892;-43.438459
-22.776842;-43.438442
-22.776822;-43.438391
-22.776814;-43.438412
-22.776787;-43.438628
-22.776729;-43.438650
-22.776759;-43.438677
-22.776772;-43.438498
-22.776787;-43.438389
-22.776848;-43.438283
-22.776870;-43.438239
-22.777015;-43.438198
-22.777333;-43.438256
-22.777595;-43.438308
-22.777797;-43.438344
-22.778160;-43.438442
-22.778414;-43.438508
-22.778445;-43.438516
-22.778503;-43.438529
-22.778607;-43.438549
-22.778670;-43.438644
-22.778847;-43.438706
-22.779240;-43.438744
-22.779738;-43.438822
-22.780201;-43.438882
-22.780400;-43.438905
-22.780501;-43.438921
-22.780892;-43.438986
-22.781446;-43.439087
-22.781985;-43.439199
-22.782239;-43.439249
-22.782286;-43.439266
-22.797847;-43.429388
-22.797874;-43.429180
-22.797885;-43.429069
-22.797887;-43.429050
-22.797933;-43.428954
-22.798242;-43.428990
-22.798617;-43.429075
-22.798719;-43.429092
-22.798944;-43.429145
-22.799320;-43.429251
-22.799590;-43.429309
-22.799677;-43.429324
-22.799966;-43.429360
-22.800288;-43.429430
-22.800443;-43.429461
-22.800465;-43.429474
-22.800644;-43.429540
-22.800948;-43.429620
-22.801242;-43.429685
-22.801375;-43.429702
-22.801400;-43.429703
-22.801453;-43.429707
-22.801473;-43.429709
-22.801532;-43.429707
-22.801852;-43.429729
-22.802173;-43.429789
-22.802459;-43.429847
-22.802554;-43.429825
-22.802647;-43.429549
-22.802693;-43.429179
-22.802729;-43.428751
-22.766104;-43.409291
-22.766103;-43.409268
-22.766138;-43.409229
-22.766183;-43.409231
-22.766153;-43.409276
-22.766005;-43.409365
-22.765897;-43.409570
-22.765767;-43.409739
-22.765693;-43.410389
-22.765615;-43.411201
-22.765533;-43.412121
-22.765467;-43.412939
-22.765444;-43.414821
-22.765444;-43.414964
-22.765318;-43.415424
-22.763961;-43.415296
-22.763115;-43.415196
-22.762967;-43.415183
-22.762278;-43.415127
-22.761675;-43.415055
-22.760932;-43.414988
-22.759337;-43.414862
-22.773187;-43.421922
-22.773043;-43.422118
-22.773007;-43.422165
-22.772979;-43.422219
-22.772865;-43.422394
-22.772779;-43.422503
-22.772676;-43.422701
