-22.772606;-43.422806
-22.772566;-43.422840
-22.772508;-43.422852
-22.772387;-43.423011
-22.772099;-43.423328
-22.771704;-43.423783
-22.771481;-43.424081
-22.771400;-43.424179
-22.771352;-43.424220
-22.771248;-43.424327
-22.770904;-43.424781
-22.770520;-43.425283
-22.770337;-43.425553
-22.770128;-43.425832
-22.769756;-43.426331
-22.769300;-43.426902
-22.769132;-43.427065
-22.769092;-43.427103
-22.768979;-43.427172
-22.768595;-43.427634
-22.768372;-43.427913
-22.768337;-43.427961
-22.768244;-43.428138
-22.767942;-43.428581
-22.767482;-43.429094
-22.767031;-43.429606
-22.766732;-43.429986
-22.766680;-43.430058
-22.766633;-43.430109
-22.766580;-43.430211
-22.766367;-43.430594
-22.765910;-43.431137
-22.765353;-43.431806
-22.764962;-43.432298
-22.764868;-43.432486
-22.764518;-43.432913
-22.763435;-43.434173
-22.762847;-43.434953
-22.762291;-43.435935
-22.762224;-43.436074
-22.761957;-43.436892
-22.761652;-43.438886
-22.761284;-43.439955
-22.761210;-43.440068
-22.761064;-43.440720
-22.761040;-43.441411
-22.761048;-43.442324
-22.760851;-43.443118
-22.759977;-43.444591
-22.759913;-43.444698
-22.759623;-43.445065
-22.758902;-43.445158
-22.758428;-43.444570
-22.757687;-43.443340
-22.757583;-43.443240
-22.757019;-43.442787
-22.756603;-43.442322
-22.756380;-43.441602
-22.755790;-43.441382
-22.754493;-43.442133
-22.754361;-43.442206
-22.753719;-43.442650
-22.753096;-43.442915
-22.751617;-43.443211
-22.751496;-43.443246
-22.750733;-43.443428
-22.750126;-43.443536
-22.750103;-43.443784
-22.750390;-43.444010
-22.750448;-43.444013
-22.750536;-43.444040
-22.750493;-43.444141
-22.790859;-43.402808
-22.790864;-43.402768
-22.790995;-43.402539
-22.791148;-43.402172
-22.791385;-43.401312
-22.791405;-43.400776
-22.791288;-43.400528
-22.791113;-43.400441
-22.791027;-43.400395
-22.791094;-43.400311
-22.791211;-43.400183
-22.791060;-43.399334
-22.790538;-43.398718
-22.790095;-43.398086
-22.789644;-43.397360
-22.789254;-43.396844
-22.788855;-43.396397
-22.788483;-43.395963
-22.788015;-43.395365
-22.787558;-43.394735
-22.787472;-43.394323
-22.787630;-43.394025
-22.787767;-43.393987
-22.787486;-43.394452
-22.786977;-43.395043
-22.786583;-43.395552
-22.786540;-43.395610
-22.786516;-43.395659
-22.786378;-43.395707
-22.786044;-43.395362
-22.785598;-43.394715
-22.785321;-43.394361
-22.785207;-43.394236
-22.785751;-43.394062
-22.785996;-43.393881
-22.786092;-43.393830
-22.785998;-43.393899
-22.785114;-43.394365
-22.785022;-43.394441
-22.784823;-43.394635
-22.784719;-43.394629
-22.785069;-43.394176
-22.785500;-43.393650
-22.785770;-43.393291
-22.785839;-43.393159
-22.782651;-43.400628
-22.782616;-43.400599
-22.782702;-43.400470
-22.782915;-43.400192
-22.783137;-43.399887
-22.783414;-43.399519
-22.783629;-43.399237
-22.783688;-43.399157
-22.783716;-43.399106
-22.783798;-43.399072
-22.783997;-43.399186
-22.784271;-43.399538
-22.784577;-43.399948
-22.784828;-43.400260
-22.784999;-43.400477
-22.785113;-43.400651
-22.785155;-43.400703
-22.785192;-43.400749
-22.785278;-43.400839
-22.785387;-43.400857
-22.785478;-43.400890
-22.785526;-43.401022
-22.785598;-43.401148
-22.785631;-43.401202
-22.785660;-43.401267
-22.803986;-43.426035
-22.804102;-43.425089
-22.804211;-43.424156
-22.803861;-43.423385
-22.803151;-43.423214
-22.802439;-43.423077
-22.801740;-43.422905
-22.801069;-43.422785
-22.800345;-43.422649
-22.799633;-43.422603
-22.799750;-43.421700
-22.799885;-43.420854
-22.799209;-43.420607
-22.795656;-43.400395
-22.795203;-43.400304
-22.778738;-43.415584
-22.778812;-43.415189
-22.778824;-43.415092
-22.778833;-43.414932
-22.778834;-43.414898
-22.778740;-43.414757
-22.778501;-43.414433
-22.778182;-43.414026
-22.777851;-43.413623
-22.777486;-43.413166
-22.777109;-43.412674
-22.776743;-43.412186
-22.776440;-43.411800
-22.776295;-43.411614
-22.776158;-43.411440
-22.775806;-43.410997
-22.775422;-43.410484
-22.775126;-43.410087
-22.775012;-43.409854
-22.775164;-43.409573
-22.775498;-43.409180
-22.775868;-43.408730
-22.776256;-43.408240
-22.776519;-43.407928
-22.776539;-43.407904
-22.776595;-43.407854
-22.776853;-43.407547
-22.777234;-43.407087
-22.777644;-43.406558
-22.778066;-43.406017
-22.778468;-43.405499
-22.778866;-43.404995
-22.779295;-43.404455
-22.779695;-43.403950
-22.779982;-43.403584
-22.780295;-43.403223
-22.780664;-43.402766
-22.781043;-43.402288
-22.781399;-43.401823
-22.781727;-43.401407
-22.781853;-43.401247
-22.781894;-43.401195
-22.782076;-43.400977
-22.782338;-43.400603
-22.782666;-43.400133
-22.783048;-43.399634
-22.783450;-43.399198
-22.783791;-43.398998
-22.784177;-43.398959
-22.784388;-43.398971
-22.784404;-43.399128
-22.784586;-43.399524
-22.784835;-43.399927
-22.785116;-43.400307
-22.785282;-43.400539
-22.785346;-43.400692
-22.765769;-43.407201
-22.765790;-43.407414
-22.765802;-43.407755
-22.765791;-43.408219
-22.765763;-43.408759
-22.765726;-43.409348
-22.765716;-43.409882
-22.765708;-43.410202
-22.765705;-43.410253
-22.765707;-43.410369
-22.765692;-43.410720
-22.765699;-43.411215
-22.765687;-43.411789
-22.765666;-43.412373
-22.765598;-43.412883
-22.765543;-43.413039
-22.765532;-43.413125
-22.765500;-43.413553
-22.765448;-43.414053
-22.765388;-43.414645
-22.765323;-43.415250
-22.765303;-43.415847
-22.765251;-43.416439
-22.765204;-43.417020
-22.765172;-43.417556
-22.765164;-43.418075
-22.765153;-43.418618
-22.765136;-43.419112
-22.765129;-43.419378
-22.765119;-43.419481
-22.765100;-43.419852
-22.765083;-43.420349
-22.765045;-43.420930
-22.764992;-43.421481
-22.764980;-43.421695
-22.764993;-43.421843
-22.764986;-43.422255
-22.764975;-43.422823
-22.764939;-43.423411
-22.764902;-43.424014
-22.764853;-43.424576
-22.764826;-43.424922
-22.764796;-43.425375
-22.764782;-43.425869
-22.764768;-43.426089
-22.764766;-43.426117
-22.764723;-43.426276
-22.764681;-43.426649
-22.782012;-43.404200
-22.781574;-43.404911
-22.781055;-43.405597
-22.780479;-43.406341
-22.779996;-43.406939
-22.779459;-43.407613
-22.778953;-43.408228
-22.778409;-43.408839
-22.777842;-43.409501
-22.777334;-43.410181
-22.776809;-43.410836
-22.776240;-43.411514
-22.775725;-43.412145
-22.775190;-43.412805
-22.774672;-43.413464
-22.774084;-43.414186
-22.773533;-43.413636
-22.773021;-43.413009
-22.772501;-43.412371
-22.771964;-43.411681
-22.771479;-43.411078
-22.770992;-43.410477
-22.770467;-43.409801
-22.770090;-43.408904
-22.769657;-43.408103
-22.769132;-43.407276
-22.768564;-43.406469
-22.767980;-43.405745
-22.767380;-43.405299
-22.766604;-43.405297
-22.765838;-43.405200
-22.765139;-43.405139
-22.764457;-43.405094
-22.763716;-43.405142
-22.762932;-43.405398
-22.762126;-43.405813
-22.761344;-43.406215
-22.760556;-43.406495
-22.759732;-43.406484
-22.758910;-43.406228
-22.758182;-43.405695
-22.757676;-43.405118
-22.757039;-43.404346
-22.756335;-43.403719
-22.755503;-43.403406
-22.754665;-43.403242
-22.753837;-43.403172
-22.752986;-43.403112
-22.751266;-43.403355)
